sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title IT;Description IT;Brand Description IT;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender IT;Style IT;Movement IT;Powered by IT;Movement manufacturer IT;Movement engine IT;Age group IT;Calendar type IT;Chronograph IT;Case shape IT;Case material IT;Case colour IT;Case finish IT;Display Type IT;Glass type IT;Dial colour IT;Dial shape IT;Band material IT;Band colour IT;Band clasp type IT;Currency
355SSRS;50.31;105.74;7;https://mediagallery.kiums.com/images/355ssrs-01.jpg;https://mediagallery.kiums.com/images/355ssrs-02.jpg;https://mediagallery.kiums.com/images/355ssrs-03.jpg;https://mediagallery.kiums.com/images/355ssrs-04.jpg;https://mediagallery.kiums.com/images/355ssrs-05.jpg;https://mediagallery.kiums.com/images/355ssrs-06.jpg;https://mediagallery.kiums.com/images/355ssrs-07.jpg;https://mediagallery.kiums.com/images/sk-box.jpg;;Ancher;2010-Now;26 mm;Skagen;;UPC;IT;1;Skagen Ancher 355SSRS Orologio Donna al Quarzo;Orologio Donna Skagen 355SSRS modello Ancher, Cassa in Acciaio Inossidabile di Diametro 26 mm, quadrante Bianco, vetro Minerale e cinturino in Acciaio di colore Multicolore;Profondamente ispirata dall'omonima cittadina marittima incastonata nelle coste danesi del nord, Skagen conserva il fascino minimalista dei mari nordici. Alla ricerca costante delle proprie radici scandinave, Skagen crea i propri orologi sempre guardando al suo passato, fatto di linee semplici, pulite come il mare e con un gusto di libertà. La semplicità di un orologio Skagen non significa solo bellezza, ma anche versatilità e funzionalità, fatte per semplificare la vostra vita seguendo la via danese: un quadrante pulito per leggere subito l'ora, un design ultrasottile per essere pratico in qualsiasi occasione.;Ancher;;;;;;;;;;;;;;;;;;;;768680141573;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;Miyota;Adulto;Data;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Bianco;Circolare;Acciaio;Multicolore;Bracciale chiusura a scatto;EUR
355SSS1;46.41;97.54;0;https://mediagallery.kiums.com/images/355sss1-01.jpg;https://mediagallery.kiums.com/images/355sss1-02.jpg;https://mediagallery.kiums.com/images/355sss1-03.jpg;https://mediagallery.kiums.com/images/355sss1-04.jpg;https://mediagallery.kiums.com/images/355sss1-05.jpg;https://mediagallery.kiums.com/images/355sss1-06.jpg;https://mediagallery.kiums.com/images/355sss1-07.jpg;https://mediagallery.kiums.com/images/sk-box.jpg;;Slimline;2010-Now;26 mm;Skagen;;EAN;IT;1;Skagen Slimline 355SSS1 Orologio Donna al Quarzo;Orologio Donna Skagen 355SSS1 modello Slimline, Cassa in Acciaio Inossidabile di Diametro 26 mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Profondamente ispirata dall'omonima cittadina marittima incastonata nelle coste danesi del nord, Skagen conserva il fascino minimalista dei mari nordici. Alla ricerca costante delle proprie radici scandinave, Skagen crea i propri orologi sempre guardando al suo passato, fatto di linee semplici, pulite come il mare e con un gusto di libertà. La semplicità di un orologio Skagen non significa solo bellezza, ma anche versatilità e funzionalità, fatte per semplificare la vostra vita seguendo la via danese: un quadrante pulito per leggere subito l'ora, un design ultrasottile per essere pratico in qualsiasi occasione.;Slimline;;;;;;;;;;;;;;;;;;;4048803899649;768680119190;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;Miyota;Adulto;Data;;Circolare;Acciaio Inossidabile;Argento;Smaltato;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
358SGSCD;46.41;97.54;4;https://mediagallery.kiums.com/images/358sgscd-01.jpg;https://mediagallery.kiums.com/images/358sgscd-02.jpg;https://mediagallery.kiums.com/images/358sgscd-03.jpg;https://mediagallery.kiums.com/images/358sgscd-04.jpg;https://mediagallery.kiums.com/images/358sgscd-05.jpg;https://mediagallery.kiums.com/images/358sgscd-06.jpg;https://mediagallery.kiums.com/images/358sgscd-07.jpg;https://mediagallery.kiums.com/images/sk-box.jpg;;Freja;2010-Now;26 mm;Skagen;;EAN;IT;1;Skagen Freja 358SGSCD Orologio Donna al Quarzo;Orologio Donna Skagen 358SGSCD modello Freja, Cassa in Acciaio Inossidabile di Diametro 26 mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Profondamente ispirata dall'omonima cittadina marittima incastonata nelle coste danesi del nord, Skagen conserva il fascino minimalista dei mari nordici. Alla ricerca costante delle proprie radici scandinave, Skagen crea i propri orologi sempre guardando al suo passato, fatto di linee semplici, pulite come il mare e con un gusto di libertà. La semplicità di un orologio Skagen non significa solo bellezza, ma anche versatilità e funzionalità, fatte per semplificare la vostra vita seguendo la via danese: un quadrante pulito per leggere subito l'ora, un design ultrasottile per essere pratico in qualsiasi occasione.;Freja;;;;;;;;;;;;;;;;;;;4051432744075;;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;Miyota;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Smaltato;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
358SSSD;46.41;97.54;2;https://mediagallery.kiums.com/images/358sssd-01.jpg;https://mediagallery.kiums.com/images/358sssd-02.jpg;https://mediagallery.kiums.com/images/358sssd-03.jpg;https://mediagallery.kiums.com/images/358sssd-04.jpg;https://mediagallery.kiums.com/images/358sssd-05.jpg;https://mediagallery.kiums.com/images/358sssd-06.jpg;https://mediagallery.kiums.com/images/358sssd-07.jpg;https://mediagallery.kiums.com/images/sk-box.jpg;;Slimline;2010-Now;28 mm;Skagen;;UPC;IT;1;Skagen Slimline 358SSSD Orologio Donna al Quarzo;Orologio Donna Skagen 358SSSD modello Slimline, Cassa in Acciaio Inossidabile di Diametro 28 mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Profondamente ispirata dall'omonima cittadina marittima incastonata nelle coste danesi del nord, Skagen conserva il fascino minimalista dei mari nordici. Alla ricerca costante delle proprie radici scandinave, Skagen crea i propri orologi sempre guardando al suo passato, fatto di linee semplici, pulite come il mare e con un gusto di libertà. La semplicità di un orologio Skagen non significa solo bellezza, ma anche versatilità e funzionalità, fatte per semplificare la vostra vita seguendo la via danese: un quadrante pulito per leggere subito l'ora, un design ultrasottile per essere pratico in qualsiasi occasione.;Slimline;;;;;;;;;;;;;;;;;;;;768680048384;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;Miyota;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Smaltato;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Cinturino a fascia;EUR
AR0673;104.11;294.26;1;https://mediagallery.kiums.com/images/ar0673-01.jpg;https://mediagallery.kiums.com/images/ar0673-02.jpg;https://mediagallery.kiums.com/images/ar0673-03.jpg;https://mediagallery.kiums.com/images/ar0673-04.jpg;https://mediagallery.kiums.com/images/ar0673-05.jpg;https://mediagallery.kiums.com/images/ar0673-06.jpg;https://mediagallery.kiums.com/images/ar0673-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;2010-Now;43 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Classic AR0673 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR0673 modello Classic, Cassa in Acciaio Inossidabile di Diametro 43 mm, quadrante Nero, vetro Minerale e cinturino in Acciaio di colore Argento;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;4048803324851;;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Nero;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
AR0680;75.11;212.30;0;https://mediagallery.kiums.com/images/ar0680-01.png;https://mediagallery.kiums.com/images/ar0680-02.jpg;https://mediagallery.kiums.com/images/ar0680-03.jpg;https://mediagallery.kiums.com/images/ar0680-04.jpg;https://mediagallery.kiums.com/images/ar0680-05.jpg;https://mediagallery.kiums.com/images/ar0680-06.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;Velente;2010-Now;43 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Classic AR0680 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR0680 modello Classic, Cassa in Acciaio Inossidabile di Diametro 43 mm, quadrante Nero, vetro Minerale e cinturino in Acciaio di colore Argento;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;4048803556801;723763141680;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Nero;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
AR1401;159.21;450.00;0;https://mediagallery.kiums.com/images/ar1401-01.jpg;https://mediagallery.kiums.com/images/ar1401-03.jpg;https://mediagallery.kiums.com/images/ar1401-04.jpg;https://mediagallery.kiums.com/images/ar1401-05.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;Ceramica;2010-Now;38 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Ceramica AR1401 Orologio Donna al Quarzo;Orologio Donna Emporio Armani AR1401 modello Ceramica, Cassa in Ceramica di Diametro 38 mm, quadrante Nero, vetro Minerale e cinturino in Ceramica di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Ceramica;;;;;;;;;;;;;;;;;;;4048803672518;;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Ceramica;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Ceramica;Nero;Bracciale chiusura a scatto;EUR
AR1410;159.21;450.00;4;https://mediagallery.kiums.com/images/ar1410-01.jpg;https://mediagallery.kiums.com/images/ar1410-02.jpg;https://mediagallery.kiums.com/images/ar1410-03.jpg;https://mediagallery.kiums.com/images/ar1410-04.jpg;https://mediagallery.kiums.com/images/ar1410-05.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;Ceramica;2010-Now;42 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Ceramica AR1410 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1410 modello Ceramica, Cassa in Ceramica di Diametro 42 mm, quadrante Nero, vetro Minerale e cinturino in Ceramica di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Ceramica;;;;;;;;;;;;;;;;;;;4048803928578;;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Ceramica;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Ceramica;Nero;Bracciale chiusura a scatto;EUR
AR1451;159.21;450.00;13;https://mediagallery.kiums.com/images/ar1451-01.jpg;https://mediagallery.kiums.com/images/ar1451-02.jpg;https://mediagallery.kiums.com/images/ar1451-03.jpg;https://mediagallery.kiums.com/images/ar1451-04.jpg;https://mediagallery.kiums.com/images/ar1451-05.jpg;https://mediagallery.kiums.com/images/ar1451-06.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;Ceramica;2010-Now;47 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Ceramica AR1451 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1451 modello Ceramica, Cassa in Ceramica di Diametro 47 mm, quadrante Nero, vetro Minerale e cinturino in Ceramica di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Ceramica;;;;;;;;;;;;;;;;;;;4051432501821;;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Ceramica;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Ceramica;Nero;Bracciale chiusura a scatto;EUR
AR1452;159.21;450.00;0;https://mediagallery.kiums.com/images/ar1452-01.jpg;https://mediagallery.kiums.com/images/ar1452-02.jpg;https://mediagallery.kiums.com/images/ar1452-03.jpg;https://mediagallery.kiums.com/images/ar1452-04.jpg;https://mediagallery.kiums.com/images/ar1452-05.jpg;https://mediagallery.kiums.com/images/ar1452-06.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;Ceramica;2010-Now;43 mm;Emporio Armani;;UPC;IT;1;Emporio Armani Ceramica AR1452 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1452 modello Ceramica, Cassa in Ceramica di Diametro 43 mm, quadrante Nero, vetro Minerale e cinturino in Ceramica di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Ceramica;;;;;;;;;;;;;;;;;;;;723763183529;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Ceramica;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Ceramica;Nero;Bracciale chiusura a scatto;EUR
AR1487;130.21;368.03;0;https://mediagallery.kiums.com/images/ar1487-01.jpg;https://mediagallery.kiums.com/images/ar1487-02.jpg;https://mediagallery.kiums.com/images/ar1487-03.jpg;https://mediagallery.kiums.com/images/ar1487-04.jpg;https://mediagallery.kiums.com/images/ar1487-05.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;Ceramica;2010-Now;30 mm;Emporio Armani;;UPC;IT;1;Emporio Armani Ceramica AR1487 Orologio Donna al Quarzo;Orologio Donna Emporio Armani AR1487 modello Ceramica, Cassa in Ceramica di Diametro 30 mm, quadrante Nero, vetro Minerale e cinturino in Ceramica di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Ceramica;;;;;;;;;;;;;;;;;;;;723763214223;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Ceramica;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Ceramica;Nero;Bracciale chiusura a scatto;EUR
AR1676;86.71;245.08;3;https://mediagallery.kiums.com/images/ar1676-01.jpg;https://mediagallery.kiums.com/images/ar1676-02.jpg;https://mediagallery.kiums.com/images/ar1676-03.jpg;https://mediagallery.kiums.com/images/ar1676-04.jpg;https://mediagallery.kiums.com/images/ar1676-05.jpg;https://mediagallery.kiums.com/images/ar1676-06.jpg;https://mediagallery.kiums.com/images/ar1676-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;Retro;2010-Now;40 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Retro AR1676 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1676 modello Retro, Cassa in Acciaio Inossidabile di Diametro 40 mm, quadrante Nero, vetro Minerale e cinturino in Acciaio di colore Argento;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Retro;;;;;;;;;;;;;;;;;;;4051432957338;723763201810;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Nero;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
AR1677;101.21;286.07;5;https://mediagallery.kiums.com/images/ar1677-01.jpg;https://mediagallery.kiums.com/images/ar1677-02.jpg;https://mediagallery.kiums.com/images/ar1677-03.jpg;https://mediagallery.kiums.com/images/ar1677-04.jpg;https://mediagallery.kiums.com/images/ar1677-05.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;Retro;2010-Now;40 mm;Emporio Armani;;UPC;IT;1;Emporio Armani Retro AR1677 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1677 modello Retro, Cassa in Acciaio Inossidabile di Diametro 40 mm, quadrante Bianco, vetro Minerale e cinturino in Acciaio di colore Multicolore;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Retro;;;;;;;;;;;;;;;;;;;;723763201827;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Bianco;Circolare;Acciaio;Multicolore;Bracciale chiusura a scatto;EUR
AR1700;86.71;245.08;0;https://mediagallery.kiums.com/images/ar1700-01.jpg;https://mediagallery.kiums.com/images/ar1700-02.jpg;https://mediagallery.kiums.com/images/ar1700-03.jpg;https://mediagallery.kiums.com/images/ar1700-04.jpg;https://mediagallery.kiums.com/images/ar1700-05.jpg;https://mediagallery.kiums.com/images/ar1700-06.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;2010-Now;45 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Classic AR1700 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1700 modello Classic, Cassa in Acciaio Inossidabile di Diametro 45 mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;4053858002036;;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Nero;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
AR1727;86.71;245.08;3;https://mediagallery.kiums.com/images/ar1727-01.jpg;https://mediagallery.kiums.com/images/ar1727-02.jpg;https://mediagallery.kiums.com/images/ar1727-03.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;;Gianni T-Bar Mini;2010-Now;22 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Classic AR1727 Orologio Donna al Quarzo;Orologio Donna Emporio Armani AR1727 modello Classic, Cassa in Acciaio Inossidabile di Diametro 22 mm, quadrante Grigio, vetro Minerale e cinturino in Vera Pelle di colore Grigio;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;4051432501852;;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Grigio;Circolare;Vera Pelle;Grigio;Cinturino doppio;EUR
AR1737;80.91;228.69;6;https://mediagallery.kiums.com/images/ar1737-01.jpg;https://mediagallery.kiums.com/images/ar1737-02.jpg;https://mediagallery.kiums.com/images/ar1737-03.jpg;https://mediagallery.kiums.com/images/ar1737-04.jpg;https://mediagallery.kiums.com/images/ar1737-05.jpg;https://mediagallery.kiums.com/images/ar1737-06.jpg;https://mediagallery.kiums.com/images/ar1737-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;2010-Now;42 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Classic AR1737 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1737 modello Classic, Cassa in Acciaio Inossidabile di Diametro 42 mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;4053858003736;;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
